0,141
1,152
2,164
3,163
4,164
5,179
6,210
7,209
8,208
9,236
10,227
11,228
12,227
13,223
14,226
15,225
16,228
17,234
18,218
19,215
20,206
21,215
22,218
23,215
24,209
25,226
26,233
27,236
28,234
29,232
30,230
31,225
32,226
33,224
34,216
35,213
36,221
37,224
38,225
39,228
40,227
41,198
42,196
43,190
44,167
45,177
46,191
47,186
48,189
49,184
50,174
51,163
52,152
53,164
54,155
55,158
56,172
57,170
58,174
59,181
60,180
61,189
62,190
63,185
64,182
65,183
66,201
67,209
68,216
69,217
70,218
71,219
72,220
73,213
74,212
75,215
76,211
77,216
78,234
79,233
80,215
81,208
82,215
83,210
84,209
85,215
86,217
87,213
88,236
89,237
90,238
91,237
92,261
93,263
94,257
95,259
96,262
97,277
98,278
99,275
100,279
101,271
102,272
103,282
104,277
105,241
106,233
107,225
108,230
109,235
110,226
111,225
112,229
113,231
114,225
115,223
116,226
117,217
118,219
119,223
120,226
121,217
122,194
123,203
124,205
125,209
126,192
127,184
128,182
129,189
130,190
131,189
132,188
133,186
134,185
135,212
136,214
137,211
138,213
139,234
140,235
141,234
142,235
143,223
144,201
145,207
146,227
147,222
148,221
149,239
150,240
151,229
152,242
153,245
154,242
155,261
156,260
157,253
158,236
159,230
160,243
161,263
162,261
163,257
164,267
165,261
166,235
167,244
168,219
169,220
170,229
171,239
172,218
173,229
174,228
175,235
176,236
177,237
178,242
179,225
180,222
181,230
182,239
183,240
184,258
185,259
186,299
187,328
188,330
189,331
190,339
191,338
192,339
193,340
194,339
195,340
196,323
197,320
198,321
199,322
200,323
201,342
202,369
203,388
204,379
205,363
206,362
207,369
208,383
209,395
210,392
211,365
212,380
213,411
214,407
215,408
216,406
217,405
218,403
219,405
220,403
221,399
222,400
223,385
224,388
225,390
226,399
227,401
228,404
229,408
230,406
231,389
232,388
233,391
234,399
235,410
236,411
237,412
238,415
239,408
240,416
241,417
242,441
243,442
244,440
245,442
246,446
247,443
248,439
249,440
250,443
251,479
252,490
253,495
254,509
255,486
256,487
257,519
258,504
259,510
260,514
261,504
262,505
263,507
264,513
265,511
266,521
267,522
268,529
269,534
270,531
271,533
272,512
273,522
274,523
275,540
276,542
277,562
278,564
279,567
280,592
281,599
282,605
283,625
284,635
285,639
286,642
287,643
288,637
289,631
290,629
291,628
292,629
293,628
294,629
295,621
296,619
297,618
298,617
299,618
300,613
301,612
302,609
303,603
304,602
305,592
306,591
307,590
308,602
309,600
310,599
311,602
312,604
313,602
314,617
315,615
316,594
317,578
318,582
319,585
320,584
321,595
322,615
323,614
324,617
325,614
326,631
327,660
328,664
329,653
330,657
331,667
332,668
333,667
334,669
335,659
336,662
337,659
338,654
339,648
340,636
341,637
342,635
343,647
344,635
345,644
346,642
347,639
348,636
349,641
350,638
351,637
352,647
353,646
354,644
355,643
356,642
357,639
358,645
359,649
360,650
361,656
362,661
363,644
364,645
365,646
366,632
367,640
368,645
369,646
370,647
371,648
372,651
373,645
374,630
375,635
376,636
377,640
378,641
379,643
380,640
381,636
382,641
383,648
384,650
385,659
386,682
387,675
388,693
389,686
390,682
391,677
392,678
393,679
394,678
395,682
396,657
397,641
398,632
399,652
400,645
401,659
402,638
403,634
404,633
405,635
406,636
407,622
408,626
409,625
410,624
411,646
412,639
413,640
414,641
415,638
416,637
417,638
418,635
419,636
420,637
421,638
422,637
423,640
424,659
425,651
426,653
427,647
428,652
429,643
430,645
431,652
432,675
433,668
434,663
435,666
436,650
437,651
438,652
439,661
440,645
441,640
442,631
443,632
444,634
445,637
446,641
447,642
448,647
449,660
450,662
451,664
452,669
453,668
454,666
455,683
456,685
457,701
458,702
459,683
460,681
461,676
462,677
463,683
464,668
465,647
466,659
467,661
468,665
469,666
470,665
471,659
472,639
473,644
474,624
475,622
476,620
477,617
478,620
479,636
480,620
481,621
482,646
483,644
484,643
485,650
486,646
487,639
488,640
489,647
490,636
491,633
492,634
493,633
494,642
495,643
496,652
497,648
498,629
499,642
500,649
501,633
502,632
503,633
504,631
505,626
506,627
507,641
508,647
509,646
510,643
511,644
512,648
513,656
514,654
515,672
516,673
517,666
518,670
519,676
520,699
521,704
522,705
523,672
524,671
525,670
526,684
527,685
528,689
529,688
530,695
531,700
532,702
533,733
534,734
535,706
536,702
537,713
538,709
539,714
540,718
541,716
542,693
543,699
544,720
545,701
546,694
547,700
548,707
549,708
550,702
551,703
552,705
553,719
554,717
555,719
556,738
557,726
558,721
559,719
560,706
561,712
562,729
563,730
564,715
565,717
566,730
567,733
568,730
569,749
570,756
571,759
572,760
573,758
574,759
575,768
576,769
577,777
578,778
579,780
580,784
581,803
582,804
583,820
584,813
585,816
586,815
587,820
588,818
589,804
590,795
591,794
592,791
593,792
594,791
595,802
596,793
597,794
598,789
599,793
600,778
601,776
602,752
603,756
604,741
605,745
606,747
607,748
608,758
609,762
610,777
611,779
612,784
613,785
614,789
615,790
616,787
617,791
618,789
619,772
620,813
621,816
622,818
623,811
624,818
625,823
626,824
627,815
628,816
629,819
630,818
631,819
632,820
633,821
634,825
635,827
636,837
637,821
638,823
639,812
640,814
641,816
642,840
643,855
644,857
645,855
646,871
647,881
648,889
649,893
650,892
651,897
652,901
653,902
654,896
655,898
656,912
657,913
658,904
659,905
660,906
661,902
662,859
663,863
664,862
665,865
666,868
667,896
668,906
669,907
670,896
671,897
672,902
673,903
674,900
675,901
676,895
677,897
678,903
679,907
680,914
681,916
682,919
683,920
684,929
685,932
686,931
687,932
688,915
689,920
690,922
691,909
692,908
693,907
694,906
695,908
696,910
697,908
698,877
699,878
700,876
701,873
702,872
703,883
704,868
705,872
706,868
707,862
708,875
709,881
710,883
711,885
