0,000001110001
1,000001111101
2,010011000000
3,000000000011
4,010000100111
5,101000100001
6,101000001101
7,010011001111
8,001000111011
9,110010110011
10,010110110000
11,110000111100
12,111110101000
13,100011001101
14,100100000001
15,101100011011
16,110111111100
17,010110101011
18,000010010001
19,100000000111
20,100000111100
21,111011100010
22,101010001101
23,111011110000
24,111010001101
25,010010110110
26,000101011011
27,001101101110
28,101100100000
29,101010111101
30,100010010111
31,000100100101
32,001000100011
33,000001011111
34,000100001101
35,011111100101
36,101001110011
37,100010000001
38,010111010100
39,100101101001
40,100001001000
41,110011010111
42,010111010001
43,111000011010
44,110101100100
45,011100001000
46,001010000000
47,011111001010
48,010111110111
49,100000000001
50,111011101011
51,100000100010
52,111110100110
53,001000000001
54,100001111110
55,000110010110
56,011001101010
57,101111001011
58,010010010100
59,000110110111
60,001000011111
61,100111001110
62,111110111111
63,100000010010
64,110111111001
65,000111011100
66,100100000010
67,111000110001
68,000011101010
69,010111111011
70,101010111000
71,010101001101
72,000010101101
73,001000000111
74,011111101110
75,010011100010
76,100010100000
77,001101000011
78,010011101010
79,111100000011
80,001100010010
81,011111100001
82,000001101101
83,011011100010
84,010011010000
85,111010001011
86,100111011101
87,011110010110
88,001110010100
89,010001110101
90,001011011100
91,001111011101
92,111111000001
93,100101001111
94,110111011111
95,001110100010
96,111111111110
97,001101111010
98,001110001101
99,001001110100
100,100000110000
101,001100000001
102,100001101100
103,110100110011
104,111101100000
105,000000000001
106,000010101100
107,101000000011
108,110011110100
109,000001010011
110,001101010111
111,100001101011
112,111000101011
113,000100010001
114,011111101010
115,010110011011
116,110111110000
117,100110111111
118,110111000011
119,110100101011
120,110011011001
121,101101001010
122,101110111100
123,101010110010
124,011111110000
125,100000011010
126,010100011111
127,100001111011
128,100000000000
129,100101000111
130,001111010111
131,110111111010
132,011011011111
133,111101000101
134,101111000111
135,101111000001
136,010100101110
137,001001101110
138,100001011000
139,100100010000
140,111111111011
141,111000000100
142,000010111000
143,010111111100
144,111110001100
145,011001111011
146,101011100111
147,111101001001
148,001111100011
149,101000101110
150,010001101001
151,001101001110
152,011011000110
153,111000000000
154,010010001100
155,111011000110
156,011011001011
157,111000000011
158,110110001110
159,001001101001
160,100011010101
161,100101111011
162,101111110001
163,011001011011
164,111101000100
165,110000100001
166,010001000110
167,011000101101
168,000101001001
169,000011111100
170,010001110011
171,111111100010
172,000110010000
173,101101001101
174,110000010111
175,000010010010
176,001110111001
177,110011001111
178,000010110010
179,010010000110
180,101100101100
181,111111011100
182,000111011111
183,011011111001
184,011100101011
185,100011010110
186,011101011111
187,010000010111
188,000110111001
189,010010111010
190,010011101000
191,011010101110
192,011100111101
193,010110110011
194,011110100100
195,100000100011
196,100001001011
197,001000111110
198,101101001011
199,101111101000
200,001011000111
201,101111101110
202,101001100011
203,110010110010
204,101111010001
205,110100010000
206,100011000010
207,001010110010
208,110111101101
209,000010001000
210,001101100000
211,101110101001
212,000111000000
213,011010101000
214,100111110011
215,111110000011
216,111101111011
217,100111110110
218,110100000111
219,101100111001
220,011111000001
221,110110101111
222,111011100101
223,000001001111
224,001111001010
225,010110010100
226,000001010001
227,111101111110
228,101010000110
229,001111011100
230,110001101010
231,101011110101
232,001001001011
233,101100010101
234,101011101011
235,100010110011
236,101001011111
237,101010010100
238,100001110011
239,001110000101
240,011110111110
241,111010111111
242,100110011001
243,010101111100
244,000101010100
245,111101101001
246,011100011010
247,001000111010
248,011111010011
249,100010001010
250,000111010011
251,010011100000
252,011011001000
253,001011101110
254,001001111100
255,111000011101
256,101011111101
257,110000110110
258,100010111001
259,010111101000
260,100101101101
261,011011011000
262,010101010011
263,011010000001
264,000001101011
265,101001110000
266,101111111100
267,000111100001
268,010111010110
269,010110000000
270,101010100100
271,010011110000
272,111011000100
273,110010100111
274,101101011111
275,011011101100
276,000011101110
277,011001100000
278,010110111011
279,100110011000
280,111101000011
281,000111011001
282,001101011110
283,010000100110
284,111011100001
285,001100100101
286,110110001001
287,111101001111
288,000111011000
289,001110011010
290,101000000000
291,111110011100
292,000100110000
293,100001110010
294,101101011000
295,101001100110
296,010000101110
297,010110111100
298,111000100100
299,110101101000
300,001111010100
301,110111010000
302,110010011100
303,110111000110
304,010100010011
305,001000010111
306,100111101001
307,100110101011
308,101010000100
309,111000010001
310,001001010011
311,100100111001
312,010000010011
313,010110010110
314,100101100010
315,011010011100
316,101101011110
317,100110101111
318,011100011100
319,011000110110
320,001000001110
321,101011111001
322,011001001011
323,000100111101
324,011111110100
325,101000110001
326,110111011000
327,100100010111
328,000111111100
329,110001110101
330,111001001000
331,101000011110
332,110111100101
333,010010001010
334,100110100010
335,111100011010
336,110111100110
337,011100110110
338,110100111000
339,011110010010
340,110100010001
341,010010100000
342,010100000000
343,010110110010
344,110111111101
345,101000000110
346,100010101000
347,111101000010
348,001011010001
349,010011111110
350,000001010000
351,100101001011
352,011000110001
353,001111101011
354,000001110010
355,101010101010
356,011011010000
357,011011001101
358,111001000100
359,110111001010
360,000111010100
361,000111111101
362,010111000110
363,010100010111
364,010001001010
365,001001010110
366,101111001110
367,000111100000
368,110111000100
369,001001000001
370,011111110111
371,101111000100
372,110100011010
373,100000111010
374,000000011101
375,001010010100
376,001000001100
377,001101101010
378,011110110001
379,100101011101
380,101000101001
381,101010000011
382,100111100001
383,001011001000
384,000111111001
385,000011110101
386,111111110000
387,100010000101
388,001100111000
389,001001011011
390,001111111110
391,011000110111
392,110111001110
393,111001111101
394,000111010000
395,001110100011
396,100111111000
397,111011110010
398,001000110101
399,110101111111
400,101110001000
401,100100000000
402,101001110100
403,000100010011
404,001110110010
405,011011000111
406,011110011100
407,111010110011
408,100011010000
409,101110100001
410,101011001110
411,010101011000
412,101100011101
413,011100000111
414,101010010011
415,000101000000
416,111000000110
417,110010001001
418,001111111010
419,010001101110
420,111011100110
421,010111101011
422,101111010100
423,011111110101
424,010110110001
425,000100101011
426,101010101001
427,111110110010
428,011110000010
429,111001001101
430,101100110110
431,011000001110
432,001110000111
433,100001000001
434,100111110010
435,101101101111
436,000110011001
437,000000110011
438,111110001101
439,000000111100
440,101111100010
441,100110100001
442,011110110110
443,101011110100
444,101101110100
445,011111110011
446,110110011110
447,111010001110
448,100101110000
449,100000111101
450,001011010110
451,101001111100
452,000010011001
453,000111010001
454,100000101010
455,100010011000
456,100100001000
457,001010100001
458,111100001011
459,110000000110
460,111011000111
461,000000111010
